Title,Conference
TurboSync: Clock synchronization for shared media networks via principal component analysis with missing data.,INFOCOM
Speccast.,INFOCOM
The Impact of Virtual Views on Containment.,VLDB
Quantifying the Importance of Vantage Points Distribution in Internet Topology Measurements.,INFOCOM
Energy optimal control for time varying wireless networks.,INFOCOM
Floorplan-aware hierarchical NoC topology with GALS interfaces.,ISCAS
Power dynamics in spoken interactions: a case study on 2012 republican primary debates.,WWW
Audio Watermarking Based on Statistical Feature in Wavelet Domain.,WWW
"A straightforward approach of Automatic Parking System - ""Training-Recording-Play back"".",ISCAS
"Mining, indexing, and searching for textual chemical molecule information on the web.",WWW
POIKILO: A Tool for Evaluating the Results of Diversification Models and Algorithms.,VLDB
Bitlist: New Full-text Index for Low Space Cost and Efficient Keyword Search.,VLDB
MOVE CLICK MOVE: creating an animation DVD.,SIGGRAPH
Database Management in the Year 2000: Projections and Star Gazing (Panel).,VLDB
Dynamic ambient occlusion from volumetric proxies.,SIGGRAPH
Location privacy protection from RSS localization system using antenna pattern synthesis.,INFOCOM
Global Clock Synchronization in Sensor Networks.,INFOCOM
Exploring in the weblog space by detecting informative and affective articles.,WWW
A novel sigma-delta fractional-N synthesizer architecture with fractional spur and quantization noise cancellation.,ISCAS
New LC oscillator topology in CMOS 0.18&micro;m technology.,ISCAS
gModeler.com.,SIGGRAPH
Love_Child.,SIGGRAPH
Augmented reality for air traffic control towers.,SIGGRAPH
Heavy tailed M/G/1-PS queues with impatience and admission control in packet networks.,INFOCOM
Orthonormal eigenvectors of the DFT-IV matrix by the eigenanalysis of a nearly tridiagonal matrix.,ISCAS
EvalIris - A Web Service for Web Accessibility Evaluation.,WWW
Data gathering for a culture specific approach in MIR.,WWW
Automatically generating labels based on unified click model.,WWW
Design and Implementation of Semantic Web Applications.,WWW
A signal perturbation free semi-blind MRT MIMO channel estimation approach.,ISCAS
An approach for joint blind space-time equalization and DOA estimation.,ISCAS
High level specification of embedded listeners for monitoring of Network-on-Chips.,ISCAS
New developments in color image tampering detection.,ISCAS
On the three-dimensional orthogonal drawing of series-parallel graphs (extended abstract).,ISCAS
Program Analysis for Conversion from a Navigation to a Specification Database Interface.,VLDB
Efficient multidimensional sampling scheme for Fourier transform estimation.,ISCAS
An enhanced switching policy for buck-derived multi-level switching power amplifiers.,ISCAS
The linked data platform (LDP).,WWW
A Decade of Progress in Indexing and Mining Large Time Series Databases.,VLDB
"A low-power, high-speed RB-to-NB converter for fast redundant binary multiplier.",ISCAS
CASL hypervisor and its virtualization platform.,ISCAS
Using Referential Integrity To Easily Define Consistent Subset Replicas.,VLDB
A precedence effect based far-field DoA estimation algorithm.,ISCAS
Providing Database Migration Tools - A Practicioner's Approach.,VLDB
Tom n Jerry.,SIGGRAPH
Light field mapping: efficient representation and hardware rendering of surface light fields.,SIGGRAPH
Reconfigurable Clock Distribution Circuitry.,ISCAS
To preempt or not: Tackling bid and time-based cheating in online spectrum auctions.,INFOCOM
Can I find what I'm looking for?,WWW
On two-directional orthogonal ray graphs.,ISCAS
Cross-lingual web spam classification.,WWW
Frequency-response Masking based Filter Bank for QRS Dection in Wearable Biomedical Devices.,ISCAS
Russian web spam evolution: yandex experience.,WWW
MapInfo SpatialWare: A Spatial Information Server for RDBMS.,VLDB
Content-aware write reduction mechanism of phase-change RAM based Frame Store in H.264 Video codec system.,ISCAS
A Game-Theoretic Analysis of QoS in Wireless MAC.,INFOCOM
PVT-invariant single-to-differential data converter with minimum skew and duty-ratio distortion.,ISCAS
SoCo: a social network aided context-aware recommender system.,WWW
Edge-preserving self-healing: Keeping network backbones densely connected.,INFOCOM
"PULSE, a Flexible P2P Live Streaming System.",INFOCOM
The Speech Recogniton System based on Structure Equivalent Fuzzy RBF Neural Network.,ISCAS
Detecting soft errors by redirection classification.,WWW
Information cascades in social media in response to a crisis: a preliminary model and a case study.,WWW
PIQL: Success-Tolerant Query Processing in the Cloud.,VLDB
Is random walk truly memoryless - Traffic analysis and source location privacy under random walks.,INFOCOM
Locking Protocols for Materialized Aggregate Join Views.,VLDB
Velocity saturation current-mode CMOS imaging sensor.,ISCAS
Pointshop 3D: an interactive system for point-based surface editing.,SIGGRAPH
GPU-enabled parallel processing for image halftoning applications.,ISCAS
Unified Quadratic Programming Approach For 3-D Mixed Mode Placement.,ISCAS
A 14V-output adaptive-off-time boost converter with quasi-fixed-frequency in full loading range.,ISCAS
A 1-V 100-dB dynamic range 24.4-kHz bandwidth delta-sigma modulator.,ISCAS
Algorithms for generation of quaternary fixed polarity arithmetic spectra.,ISCAS
Visual simulation of bleeding on skin surface.,SIGGRAPH
The Use of Information Capacity in Schema Integration and Translation.,VLDB
An Automated Algorithm to Generate Stream Programs.,ISCAS
Skeleton-based cartoon hair modeling using blobby model.,SIGGRAPH
r-Kernel: An operating system foundation for highly reliable networked embedded systems.,INFOCOM
"MusicSpace: you ""play"" the music.",SIGGRAPH
A multibit continuous time sigma delta modulator with successive-approximation quantizer.,ISCAS
On the Queueing Analysis of Dispersed Periodic Messages.,INFOCOM
Implementation of a motion sickness evaluation system based on EEG spectrum analysis.,ISCAS
Differentiated bandwidth sharing with disparate flow sizes.,INFOCOM
10Gbit/s 2mW inductorless transimpedance amplifier.,ISCAS
Revisiting the k-means algorithm for fast trajectory segmentation.,SIGGRAPH
Entity Resolution with Evolving Rules.,VLDB
"A 7.5mW, 11-bit continuous-time sigma-delta A/D converter for WLAN applications.",ISCAS
Gossip based streaming.,WWW
Query Languages and Data Models for Database Sequences and Data Streams.,VLDB
International workshop on question answering on the web (QAWeb2008).,WWW
Minimum camera barrier coverage in wireless camera sensor networks.,INFOCOM
Beamforming MIMO Receiver with Reduced Hardware Complexity.,ISCAS
Private Analysis of Graph Structure.,VLDB
"A Fourth-order, Audio-bandwidth, 87.5-dB SNDR SigmaDelta Modulator for MEMS Microphones.",ISCAS
Secret communication in large wireless networks without eavesdropper location information.,INFOCOM
Visualization of Geo-annotated pictures in mobile phones.,WWW
An admission control scheme for predictable server response time for web accesses.,WWW
Generating XML structure using examples and constraints.,VLDB
Taming user-generated content in mobile networks via Drop Zones.,INFOCOM
Ubiquitous data collection for mobile users in wireless sensor networks.,INFOCOM
A Precompensation Algorithm for PWM-Based Digital Audio Amplifiers for Portable Applications.,ISCAS
Hybrid image interpolation with soft-decision kernel regression.,ISCAS
Scalable Modulation for Scalable Wireless Videocast.,INFOCOM
Composing better pictures in MDC: A multi-target total variational approach.,ISCAS
An effective class-centroid-based dimension reduction method for text classification.,WWW
Ad-hoc ride sharing application using continuous SPARQL queries.,WWW
Static force measurement by piezoelectric sensors.,ISCAS
On ray tracing parametric surfaces.,SIGGRAPH
Data Models for Secondary Storage Representations.,VLDB
Maximizing the Contact Opportunity for Vehicular Internet Access.,INFOCOM
Interactive exploratory search for multi page search results.,WWW
A double-data rate (DDR) processing-in-memory (PIM) device with wideword floating-point capability.,ISCAS
Mapping Moving Landscapes by Mining Mountains of Logs: Novel Techniques for Dependency Model Generation.,VLDB
VoiKiosk: increasing reachability of kiosks in developing regions.,WWW
State-of-the-art and future directions of high-performance all-digital frequency synthesis in nanometer CMOS.,ISCAS
Reproducing Color Images Using Custom Inks.,SIGGRAPH
Multi-color and Artistic Dithering.,SIGGRAPH
A Proposed AVS Decoder Configuration in the Reconfigurable Video Coding Framework.,ISCAS
Extracting semantic structure of web documents using content and visual information.,WWW
Economics of BitTorrent communities.,WWW
Lossless Video Compression with Residual Image prediction and Coding (RIPC).,ISCAS
A full-differential analog design of an indirect inverse control law based on neural networks.,ISCAS
Cache Conscious Algorithms for Relational Query Processing.,VLDB
Constructing extensible XQuery mappings.,WWW
A 40nm 1.0Mb pipeline 6T SRAM with variation-tolerant Step-Up Word-Line and Adaptive Data-Aware Write-Assist.,ISCAS
On-line Lossless Mocap Data Compression.,ISCAS
Configurable and ad hoc display for clothes.,SIGGRAPH
Verifying Computations with Streaming Interactive Proofs.,VLDB
"A 13-bit, low-power, compact ADC suitable for sensor applications.",ISCAS
PageRank as a function of the damping factor.,WWW
TextToSpeech: a Heavy-weight Edge Service.,WWW
Low-power LDPC decoding based on iteration prediction.,ISCAS
BPB: A Novel Approach for Obtaining Network Path Characteristics in Non-Cooperative Environments.,INFOCOM
Rethinking Fourier's legacy in signals and systems education.,ISCAS
A 2.4&micro;W Wake-up Receiver for wireless sensor nodes with -71dBm sensitivity.,ISCAS
An eigenvalue formulation for determining initial conditions of induction machines in dynamic power system simulations.,ISCAS
Virtual Backbone Generation and Maintenance in Ad Hoc Network Mobility Management.,INFOCOM
XVR: X visiting-pattern routing for sensor networks.,INFOCOM
Toward Practical Constraint Databases.,VLDB
Generating hypotheses from the web.,WWW
Identifying mobiles hiding behind wireless routers.,INFOCOM
Demonstration of the FDB Query Engine for Factorised Databases.,VLDB
DF or IDF? On the Use of HTML Primary Feature Fields for Web IR.,WWW
Slicing Long-Running Queries.,VLDB
CacheMakers : A Co-operative DNS Caching Service.,WWW
Integrated low voltage and low power CMOS circuits for optical sensing of diffraction based micromachined microphone.,ISCAS
High-bandwidth power-scalable 10-bit pipelined ADC using bandwidth-reconfigurable operational amplifier.,ISCAS
Estimating Hop Distance Between Arbitrary Host Pairs.,INFOCOM
Tile-based GPU optimizations through ESL full system simulation.,ISCAS
A data-driven sketch of Wikipedia editors.,WWW
"Throughput, Delay, and Mobility in Wireless Ad Hoc Networks.",INFOCOM
A New Class-based Early Termination Method for Fast Motion Estimation in Video Coding.,ISCAS
Object segmentation from wide baseline video.,ISCAS
Information Processing for CAD/VLSI on a Generalized Data Management System.,VLDB
Energy efficient broadcast in multiradio multichannel wireless networks.,INFOCOM
A smart wireless glove for gesture interaction.,SIGGRAPH
Analyzing and predicting viral tweets.,WWW
Efficient bump mapping hardware.,SIGGRAPH
Exploratory search in multi-domain information spaces with liquid query.,WWW
A Capacitor-free CMOS Low-dropout Voltage Regulator.,ISCAS
Using Compact GML to Deploy Interactive Maps on Mobile.,WWW
Analog complex gammatone filter for cochlear implant channels.,ISCAS
Interference analysis on Resonant Inductive Coupled Wireless Power Transfer links.,ISCAS
A detection method of nasalised vowels based on an acoustic parameter derived from phase spectrum.,ISCAS
Efficient multi-view maintenance in the social semantic web.,WWW
On Semantic Issues Connected with Incomplete Information Data Bases (Abstract).,VLDB
Features of a Conceptual Schema.,VLDB
Specifying and Enforcing Intertask Dependencies.,VLDB
VLSI decoding architecture with improved convergence speed and reduced decoding latency for irregular LDPC codes in WiMAX.,ISCAS
Detecting the origin of text segments efficiently.,WWW
Delay Tolerant Event Collection in Sensor Networks with Mobile Sink.,INFOCOM
